"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila [°C]","Sademäärä [mm]"
"Helsinki Kumpula","2024","6","10","09:50","13.6","0"
"Helsinki Kumpula","2024","6","10","10:00","14.3","0"
"Helsinki Kumpula","2024","6","10","10:10","14.2","0"
"Helsinki Kumpula","2024","6","10","10:20","14","0"
"Helsinki Kumpula","2024","6","10","10:30","14.3","0"
"Helsinki Kumpula","2024","6","10","10:40","14.4","0"
"Helsinki Kumpula","2024","6","10","10:50","14.5","0"
"Helsinki Kumpula","2024","6","10","11:00","14.7","0"
"Helsinki Kumpula","2024","6","10","11:10","14.7","0"
"Helsinki Kumpula","2024","6","10","11:20","14.8","0"
"Helsinki Kumpula","2024","6","10","11:30","15.1","0"
"Helsinki Kumpula","2024","6","10","11:40","14.9","0"
"Helsinki Kumpula","2024","6","10","11:50","15.6","0"
"Helsinki Kumpula","2024","6","10","12:00","15.7","0"
"Helsinki Kumpula","2024","6","10","12:10","15.7","0"
"Helsinki Kumpula","2024","6","10","12:20","15.9","0"
"Helsinki Kumpula","2024","6","10","12:30","16.7","0"
"Helsinki Kumpula","2024","6","10","12:40","16.4","0"
"Helsinki Kumpula","2024","6","10","12:50","16.7","0"
"Helsinki Kumpula","2024","6","10","13:00","16.2","0"
"Helsinki Kumpula","2024","6","10","13:10","16.5","0"
"Helsinki Kumpula","2024","6","10","13:20","15.9","0"
"Helsinki Kumpula","2024","6","10","13:30","16","0"
"Helsinki Kumpula","2024","6","10","13:40","16.3","0"
"Helsinki Kumpula","2024","6","10","13:50","16.8","0"
"Helsinki Kumpula","2024","6","10","14:00","16.8","0"
"Helsinki Kumpula","2024","6","10","14:10","16.8","0"
"Helsinki Kumpula","2024","6","10","14:20","17.2","0"
"Helsinki Kumpula","2024","6","10","14:30","17.3","0"
"Helsinki Kumpula","2024","6","10","14:40","17.2","0"
"Helsinki Kumpula","2024","6","10","14:50","16.7","0"
"Helsinki Kumpula","2024","6","10","15:00","17.5","0"
"Helsinki Kumpula","2024","6","10","15:10","17.5","0"
"Helsinki Kumpula","2024","6","10","15:20","17.7","0"
"Helsinki Kumpula","2024","6","10","15:30","17.6","0"
"Helsinki Kumpula","2024","6","10","15:40","17.6","0"
"Helsinki Kumpula","2024","6","10","15:50","17.6","0"
"Helsinki Kumpula","2024","6","10","16:00","17.2","0"
"Helsinki Kumpula","2024","6","10","16:10","17","0"
"Helsinki Kumpula","2024","6","10","16:20","16.9","0"
"Helsinki Kumpula","2024","6","10","16:30","15.7","0"
"Helsinki Kumpula","2024","6","10","16:40","11.8","1.2"
"Helsinki Kumpula","2024","6","10","16:50","11.4","0.7"
"Helsinki Kumpula","2024","6","10","17:00","12.1","0.02"
"Helsinki Kumpula","2024","6","10","17:10","13","0"
"Helsinki Kumpula","2024","6","10","17:20","12.8","0"
"Helsinki Kumpula","2024","6","10","17:30","12.6","0"
"Helsinki Kumpula","2024","6","10","17:40","12.1","0.08"
"Helsinki Kumpula","2024","6","10","17:50","11.6","0.55"
"Helsinki Kumpula","2024","6","10","18:00","12","0.23"
"Helsinki Kumpula","2024","6","10","18:10","11.9","0"
"Helsinki Kumpula","2024","6","10","18:20","13.5","0"
"Helsinki Kumpula","2024","6","10","18:30","13.4","0"
"Helsinki Kumpula","2024","6","10","18:40","13.2","0"
"Helsinki Kumpula","2024","6","10","18:50","13.6","0"
"Helsinki Kumpula","2024","6","10","19:00","13.8","0"
"Helsinki Kumpula","2024","6","10","19:10","14.1","0"
"Helsinki Kumpula","2024","6","10","19:20","14.4","0"
"Helsinki Kumpula","2024","6","10","19:30","13.6","0"
"Helsinki Kumpula","2024","6","10","19:40","13.4","0"
"Helsinki Kumpula","2024","6","10","19:50","13.4","0"
"Helsinki Kumpula","2024","6","10","20:00","13.4","0"
"Helsinki Kumpula","2024","6","10","20:10","13.6","0"
"Helsinki Kumpula","2024","6","10","20:20","13.6","0"
"Helsinki Kumpula","2024","6","10","20:30","13.5","0"
"Helsinki Kumpula","2024","6","10","20:40","13.1","0"
"Helsinki Kumpula","2024","6","10","20:50","12.9","0"
"Helsinki Kumpula","2024","6","10","21:00","12.6","0"
"Helsinki Kumpula","2024","6","10","21:10","12.4","0"
"Helsinki Kumpula","2024","6","10","21:20","12.3","0"
"Helsinki Kumpula","2024","6","10","21:30","12.3","0"
"Helsinki Kumpula","2024","6","10","21:40","12.1","0"
"Helsinki Kumpula","2024","6","10","21:50","12.2","0"
"Helsinki Kumpula","2024","6","10","22:00","12.2","0"
"Helsinki Kumpula","2024","6","10","22:10","12","0"
"Helsinki Kumpula","2024","6","10","22:20","12.3","0"
"Helsinki Kumpula","2024","6","10","22:30","12.2","0"
"Helsinki Kumpula","2024","6","10","22:40","12.1","0"
"Helsinki Kumpula","2024","6","10","22:50","12.3","0"
"Helsinki Kumpula","2024","6","10","23:00","12.4","0"
"Helsinki Kumpula","2024","6","10","23:10","12.7","0"
"Helsinki Kumpula","2024","6","10","23:20","12.8","0"
"Helsinki Kumpula","2024","6","10","23:30","12.7","0"
"Helsinki Kumpula","2024","6","10","23:40","12.7","0"
"Helsinki Kumpula","2024","6","10","23:50","12.3","0"
"Helsinki Kumpula","2024","6","11","00:00","12.3","0"
"Helsinki Kumpula","2024","6","11","00:10","12.5","0"
"Helsinki Kumpula","2024","6","11","00:20","12.5","0"
"Helsinki Kumpula","2024","6","11","00:30","12.5","0"
"Helsinki Kumpula","2024","6","11","00:40","12.5","0"
"Helsinki Kumpula","2024","6","11","00:50","12.4","0"
"Helsinki Kumpula","2024","6","11","01:00","12.3","0"
"Helsinki Kumpula","2024","6","11","01:10","12.2","0"
"Helsinki Kumpula","2024","6","11","01:20","12.1","0"
"Helsinki Kumpula","2024","6","11","01:30","12","0"
"Helsinki Kumpula","2024","6","11","01:40","11.9","0"
"Helsinki Kumpula","2024","6","11","01:50","12","0"
"Helsinki Kumpula","2024","6","11","02:00","11.9","0"
"Helsinki Kumpula","2024","6","11","02:10","11.7","0"
"Helsinki Kumpula","2024","6","11","02:20","11.6","0"
"Helsinki Kumpula","2024","6","11","02:30","11.4","0"
"Helsinki Kumpula","2024","6","11","02:40","11.3","0"
"Helsinki Kumpula","2024","6","11","02:50","11.3","0"
"Helsinki Kumpula","2024","6","11","03:00","11.5","0"
"Helsinki Kumpula","2024","6","11","03:10","11.6","0"
"Helsinki Kumpula","2024","6","11","03:20","11.6","0"
"Helsinki Kumpula","2024","6","11","03:30","11.3","0"
"Helsinki Kumpula","2024","6","11","03:40","10.9","0"
"Helsinki Kumpula","2024","6","11","03:50","10.7","0"
"Helsinki Kumpula","2024","6","11","04:00","10.9","0"
"Helsinki Kumpula","2024","6","11","04:10","10.8","0"
"Helsinki Kumpula","2024","6","11","04:20","10.6","0"
"Helsinki Kumpula","2024","6","11","04:30","10.6","0"
"Helsinki Kumpula","2024","6","11","04:40","10.4","0"
"Helsinki Kumpula","2024","6","11","04:50","10.3","0"
"Helsinki Kumpula","2024","6","11","05:00","10.4","0"
"Helsinki Kumpula","2024","6","11","05:10","10.5","0"
"Helsinki Kumpula","2024","6","11","05:20","10.7","0"
"Helsinki Kumpula","2024","6","11","05:30","10.9","0"
"Helsinki Kumpula","2024","6","11","05:40","11.3","0"
"Helsinki Kumpula","2024","6","11","05:50","12.1","0"
"Helsinki Kumpula","2024","6","11","06:00","11.6","0"
"Helsinki Kumpula","2024","6","11","06:10","12.1","0"
"Helsinki Kumpula","2024","6","11","06:20","11.9","0"
"Helsinki Kumpula","2024","6","11","06:30","12.4","0"
"Helsinki Kumpula","2024","6","11","06:40","12.5","0"
"Helsinki Kumpula","2024","6","11","06:50","12.8","0"
"Helsinki Kumpula","2024","6","11","07:00","12.7","0"
"Helsinki Kumpula","2024","6","11","07:10","12.8","0"
"Helsinki Kumpula","2024","6","11","07:20","13.2","0"
"Helsinki Kumpula","2024","6","11","07:30","13.2","0"
"Helsinki Kumpula","2024","6","11","07:40","13.7","0"
"Helsinki Kumpula","2024","6","11","07:50","13.9","0"
"Helsinki Kumpula","2024","6","11","08:00","13.7","0"
"Helsinki Kumpula","2024","6","11","08:10","13.8","0"
"Helsinki Kumpula","2024","6","11","08:20","14","0"
"Helsinki Kumpula","2024","6","11","08:30","14.1","0"
"Helsinki Kumpula","2024","6","11","08:40","14.5","0"
"Helsinki Kumpula","2024","6","11","08:50","14.3","0"
"Helsinki Kumpula","2024","6","11","09:00","14.6","0"
"Helsinki Kumpula","2024","6","11","09:10","14.9","0"
"Helsinki Kumpula","2024","6","11","09:20","14.8","0"
"Helsinki Kumpula","2024","6","11","09:30","15.3","0"
"Helsinki Kumpula","2024","6","11","09:40","15.1","0"
"Helsinki Kumpula","2024","6","11","09:50","15.5","0"
"Helsinki Kumpula","2024","6","11","10:00","15.4","0"
"Helsinki Kumpula","2024","6","11","10:10","15.9","0"
"Helsinki Kumpula","2024","6","11","10:20","15.7","0"
"Helsinki Kumpula","2024","6","11","10:30","15.5","0"
"Helsinki Kumpula","2024","6","11","10:40","16.1","0"
"Helsinki Kumpula","2024","6","11","10:50","16.1","0"
"Helsinki Kumpula","2024","6","11","11:00","16.5","0"
"Helsinki Kumpula","2024","6","11","11:10","15.9","0"
"Helsinki Kumpula","2024","6","11","11:20","16.4","0"
"Helsinki Kumpula","2024","6","11","11:30","16","0"
"Helsinki Kumpula","2024","6","11","11:40","16.9","0"
"Helsinki Kumpula","2024","6","11","11:50","16.4","0"
"Helsinki Kumpula","2024","6","11","12:00","16.9","0"
"Helsinki Kumpula","2024","6","11","12:10","16.9","0"
"Helsinki Kumpula","2024","6","11","12:20","16.8","0"
"Helsinki Kumpula","2024","6","11","12:30","17.4","0"
"Helsinki Kumpula","2024","6","11","12:40","18","0"
"Helsinki Kumpula","2024","6","11","12:50","17.9","0"
"Helsinki Kumpula","2024","6","11","13:00","17.9","0"
"Helsinki Kumpula","2024","6","11","13:10","17.8","0"
"Helsinki Kumpula","2024","6","11","13:20","17.6","-"
"Helsinki Kumpula","2024","6","11","13:30","18.4","0"
"Helsinki Kumpula","2024","6","11","13:40","18.6","0"
"Helsinki Kumpula","2024","6","11","13:50","17.5","0"
"Helsinki Kumpula","2024","6","11","14:00","18","0"
"Helsinki Kumpula","2024","6","11","14:10","18.2","0"
"Helsinki Kumpula","2024","6","11","14:20","18.5","0"
"Helsinki Kumpula","2024","6","11","14:30","18.3","0"
"Helsinki Kumpula","2024","6","11","14:40","18.3","0"
"Helsinki Kumpula","2024","6","11","14:50","19","0"
"Helsinki Kumpula","2024","6","11","15:00","18.1","0"
"Helsinki Kumpula","2024","6","11","15:10","18.1","0"
"Helsinki Kumpula","2024","6","11","15:20","17.9","0"
"Helsinki Kumpula","2024","6","11","15:30","18.1","0"
"Helsinki Kumpula","2024","6","11","15:40","17.7","0"
"Helsinki Kumpula","2024","6","11","15:50","17.9","0"
"Helsinki Kumpula","2024","6","11","16:00","17.7","0"
"Helsinki Kumpula","2024","6","11","16:10","17.8","0"
"Helsinki Kumpula","2024","6","11","16:20","18.6","0"
"Helsinki Kumpula","2024","6","11","16:30","17.5","0"
"Helsinki Kumpula","2024","6","11","16:40","17.1","0"
"Helsinki Kumpula","2024","6","11","16:50","17.3","0"
"Helsinki Kumpula","2024","6","11","17:00","17.6","0"
"Helsinki Kumpula","2024","6","11","17:10","17.5","0"
"Helsinki Kumpula","2024","6","11","17:20","17.8","0"
"Helsinki Kumpula","2024","6","11","17:30","18.1","0"
"Helsinki Kumpula","2024","6","11","17:40","17.6","0"
"Helsinki Kumpula","2024","6","11","17:50","16.8","0"
"Helsinki Kumpula","2024","6","11","18:00","15.8","0"
"Helsinki Kumpula","2024","6","11","18:10","16.2","0"
"Helsinki Kumpula","2024","6","11","18:20","16.3","0"
"Helsinki Kumpula","2024","6","11","18:30","16.1","0"
"Helsinki Kumpula","2024","6","11","18:40","16.2","0"
"Helsinki Kumpula","2024","6","11","18:50","16.4","0"
"Helsinki Kumpula","2024","6","11","19:00","16.3","0"
"Helsinki Kumpula","2024","6","11","19:10","16.1","0"
"Helsinki Kumpula","2024","6","11","19:20","17.2","0"
"Helsinki Kumpula","2024","6","11","19:30","16.2","0"
"Helsinki Kumpula","2024","6","11","19:40","15.9","0"
"Helsinki Kumpula","2024","6","11","19:50","14.8","0"
"Helsinki Kumpula","2024","6","11","20:00","14.6","0"
"Helsinki Kumpula","2024","6","11","20:10","14.2","0"
"Helsinki Kumpula","2024","6","11","20:20","14.4","0"
"Helsinki Kumpula","2024","6","11","20:30","14.3","0"
"Helsinki Kumpula","2024","6","11","20:40","13.9","0"
"Helsinki Kumpula","2024","6","11","20:50","13.9","0"
"Helsinki Kumpula","2024","6","11","21:00","13.5","0"
"Helsinki Kumpula","2024","6","11","21:10","13.2","0"
"Helsinki Kumpula","2024","6","11","21:20","12.9","0"
"Helsinki Kumpula","2024","6","11","21:30","12.7","0"
"Helsinki Kumpula","2024","6","11","21:40","12.5","0"
"Helsinki Kumpula","2024","6","11","21:50","12.4","0"
"Helsinki Kumpula","2024","6","11","22:00","12.2","0"
"Helsinki Kumpula","2024","6","11","22:10","12","0"
"Helsinki Kumpula","2024","6","11","22:20","11.8","0"
"Helsinki Kumpula","2024","6","11","22:30","11.5","0"
"Helsinki Kumpula","2024","6","11","22:40","11.5","0"
"Helsinki Kumpula","2024","6","11","22:50","11.8","0"
"Helsinki Kumpula","2024","6","11","23:00","11.6","0"
"Helsinki Kumpula","2024","6","11","23:10","11.4","0"
"Helsinki Kumpula","2024","6","11","23:20","11","0"
"Helsinki Kumpula","2024","6","11","23:30","11","0"
"Helsinki Kumpula","2024","6","11","23:40","10.9","0"
"Helsinki Kumpula","2024","6","11","23:50","10.8","0"
"Helsinki Kumpula","2024","6","12","00:00","10.9","0"
"Helsinki Kumpula","2024","6","12","00:10","11","0"
"Helsinki Kumpula","2024","6","12","00:20","11.2","0"
"Helsinki Kumpula","2024","6","12","00:30","11.3","0"
"Helsinki Kumpula","2024","6","12","00:40","11.4","0"
"Helsinki Kumpula","2024","6","12","00:50","11.3","0"
"Helsinki Kumpula","2024","6","12","01:00","11.3","0"
"Helsinki Kumpula","2024","6","12","01:10","11.5","0"
"Helsinki Kumpula","2024","6","12","01:20","11.6","0"
"Helsinki Kumpula","2024","6","12","01:30","11.7","0"
"Helsinki Kumpula","2024","6","12","01:40","11.9","0"
"Helsinki Kumpula","2024","6","12","01:50","11.9","0"
"Helsinki Kumpula","2024","6","12","02:00","11.8","0"
"Helsinki Kumpula","2024","6","12","02:10","11.8","0"
"Helsinki Kumpula","2024","6","12","02:20","11.8","0"
"Helsinki Kumpula","2024","6","12","02:30","11.9","0"
"Helsinki Kumpula","2024","6","12","02:40","11.9","0"
"Helsinki Kumpula","2024","6","12","02:50","11.9","0"
"Helsinki Kumpula","2024","6","12","03:00","11.9","0"
"Helsinki Kumpula","2024","6","12","03:10","11.8","0"
"Helsinki Kumpula","2024","6","12","03:20","11.8","0"
"Helsinki Kumpula","2024","6","12","03:30","11.7","0"
"Helsinki Kumpula","2024","6","12","03:40","11.7","0"
"Helsinki Kumpula","2024","6","12","03:50","11.8","0"
"Helsinki Kumpula","2024","6","12","04:00","11.7","0"
"Helsinki Kumpula","2024","6","12","04:10","11.7","0"
"Helsinki Kumpula","2024","6","12","04:20","11.6","0"
"Helsinki Kumpula","2024","6","12","04:30","11.6","0"
"Helsinki Kumpula","2024","6","12","04:40","11.6","0"
"Helsinki Kumpula","2024","6","12","04:50","11.6","0"
"Helsinki Kumpula","2024","6","12","05:00","11.7","0"
"Helsinki Kumpula","2024","6","12","05:10","11.7","0"
"Helsinki Kumpula","2024","6","12","05:20","11.8","0"
"Helsinki Kumpula","2024","6","12","05:30","11.8","0"
"Helsinki Kumpula","2024","6","12","05:40","11.8","0"
"Helsinki Kumpula","2024","6","12","05:50","11.8","0"
"Helsinki Kumpula","2024","6","12","06:00","11.7","0"
"Helsinki Kumpula","2024","6","12","06:10","11.6","0.13"
"Helsinki Kumpula","2024","6","12","06:20","11.6","0.12"
"Helsinki Kumpula","2024","6","12","06:30","11.6","0.02"
"Helsinki Kumpula","2024","6","12","06:40","11.8","0"
"Helsinki Kumpula","2024","6","12","06:50","11.9","0"
"Helsinki Kumpula","2024","6","12","07:00","12","0"
"Helsinki Kumpula","2024","6","12","07:10","12.2","0"
"Helsinki Kumpula","2024","6","12","07:20","12.3","0"
"Helsinki Kumpula","2024","6","12","07:30","12.4","0"
"Helsinki Kumpula","2024","6","12","07:40","12.5","0"
"Helsinki Kumpula","2024","6","12","07:50","12.5","0"
"Helsinki Kumpula","2024","6","12","08:00","12.5","0"
"Helsinki Kumpula","2024","6","12","08:10","12.7","0"
"Helsinki Kumpula","2024","6","12","08:20","12.8","0"
"Helsinki Kumpula","2024","6","12","08:30","12.6","0"
"Helsinki Kumpula","2024","6","12","08:40","13.5","0"
"Helsinki Kumpula","2024","6","12","08:50","13.6","0"
"Helsinki Kumpula","2024","6","12","09:00","13.5","0"
"Helsinki Kumpula","2024","6","12","09:10","14.7","0"
"Helsinki Kumpula","2024","6","12","09:20","15.1","0"
"Helsinki Kumpula","2024","6","12","09:30","15.3","0"
"Helsinki Kumpula","2024","6","12","09:40","15.5","0"
"Helsinki Kumpula","2024","6","12","09:50","14.6","0"
"Helsinki Kumpula","2024","6","12","10:00","15.4","0"
"Helsinki Kumpula","2024","6","12","10:10","15.2","0"
"Helsinki Kumpula","2024","6","12","10:20","14.7","0"
"Helsinki Kumpula","2024","6","12","10:30","15.4","0"
"Helsinki Kumpula","2024","6","12","10:40","15.6","0"
"Helsinki Kumpula","2024","6","12","10:50","16.1","0"
"Helsinki Kumpula","2024","6","12","11:00","16.9","0"
"Helsinki Kumpula","2024","6","12","11:10","16.9","0"
"Helsinki Kumpula","2024","6","12","11:20","16.7","0"
"Helsinki Kumpula","2024","6","12","11:30","16.7","0"
"Helsinki Kumpula","2024","6","12","11:40","17.1","0"
"Helsinki Kumpula","2024","6","12","11:50","17","0"
"Helsinki Kumpula","2024","6","12","12:00","17","0"
"Helsinki Kumpula","2024","6","12","12:10","17","0"
"Helsinki Kumpula","2024","6","12","12:20","16.6","0"
"Helsinki Kumpula","2024","6","12","12:30","16.6","0"
"Helsinki Kumpula","2024","6","12","12:40","16.5","0"
"Helsinki Kumpula","2024","6","12","12:50","16.3","0"
"Helsinki Kumpula","2024","6","12","13:00","16.7","0"
"Helsinki Kumpula","2024","6","12","13:10","16.6","0"
"Helsinki Kumpula","2024","6","12","13:20","16.8","0"
"Helsinki Kumpula","2024","6","12","13:30","16.7","0"
"Helsinki Kumpula","2024","6","12","13:40","16.3","0"
"Helsinki Kumpula","2024","6","12","13:50","16.2","0"
"Helsinki Kumpula","2024","6","12","14:00","16.5","0"
"Helsinki Kumpula","2024","6","12","14:10","16.9","0"
"Helsinki Kumpula","2024","6","12","14:20","17","0"
"Helsinki Kumpula","2024","6","12","14:30","18.2","0"
"Helsinki Kumpula","2024","6","12","14:40","17.4","0"
"Helsinki Kumpula","2024","6","12","14:50","18.1","0"
"Helsinki Kumpula","2024","6","12","15:00","17.7","0"
"Helsinki Kumpula","2024","6","12","15:10","17.9","0"
"Helsinki Kumpula","2024","6","12","15:20","17.2","0"
"Helsinki Kumpula","2024","6","12","15:30","17.5","0"
"Helsinki Kumpula","2024","6","12","15:40","17.7","0"
"Helsinki Kumpula","2024","6","12","15:50","17.1","0"
"Helsinki Kumpula","2024","6","12","16:00","17.5","0"
"Helsinki Kumpula","2024","6","12","16:10","18.1","0"
"Helsinki Kumpula","2024","6","12","16:20","17.5","0"
"Helsinki Kumpula","2024","6","12","16:30","17.7","0"
"Helsinki Kumpula","2024","6","12","16:40","17.3","0"
"Helsinki Kumpula","2024","6","12","16:50","17.6","0"
"Helsinki Kumpula","2024","6","12","17:00","17.8","0"
"Helsinki Kumpula","2024","6","12","17:10","18.3","0"
"Helsinki Kumpula","2024","6","12","17:20","17.8","0"
"Helsinki Kumpula","2024","6","12","17:30","18.1","0"
"Helsinki Kumpula","2024","6","12","17:40","17.7","0"
"Helsinki Kumpula","2024","6","12","17:50","17.3","0"
"Helsinki Kumpula","2024","6","12","18:00","17.5","0"
"Helsinki Kumpula","2024","6","12","18:10","17.2","0"
"Helsinki Kumpula","2024","6","12","18:20","16.8","0"
"Helsinki Kumpula","2024","6","12","18:30","16.6","0"
"Helsinki Kumpula","2024","6","12","18:40","16.2","0"
"Helsinki Kumpula","2024","6","12","18:50","16.6","0"
"Helsinki Kumpula","2024","6","12","19:00","16.6","0"
"Helsinki Kumpula","2024","6","12","19:10","16.6","0"
"Helsinki Kumpula","2024","6","12","19:20","16.2","0"
"Helsinki Kumpula","2024","6","12","19:30","15.8","0"
"Helsinki Kumpula","2024","6","12","19:40","15.8","0"
"Helsinki Kumpula","2024","6","12","19:50","15.6","0"
"Helsinki Kumpula","2024","6","12","20:00","14.6","0"
"Helsinki Kumpula","2024","6","12","20:10","14.8","0"
"Helsinki Kumpula","2024","6","12","20:20","14.6","0"
"Helsinki Kumpula","2024","6","12","20:30","14.5","0"
"Helsinki Kumpula","2024","6","12","20:40","14.3","0"
"Helsinki Kumpula","2024","6","12","20:50","13.9","0"
"Helsinki Kumpula","2024","6","12","21:00","13.7","0"
"Helsinki Kumpula","2024","6","12","21:10","13.4","0"
"Helsinki Kumpula","2024","6","12","21:20","13.5","0"
"Helsinki Kumpula","2024","6","12","21:30","13.4","0"
"Helsinki Kumpula","2024","6","12","21:40","13.3","0"
"Helsinki Kumpula","2024","6","12","21:50","13.1","0"
"Helsinki Kumpula","2024","6","12","22:00","13","0"
"Helsinki Kumpula","2024","6","12","22:10","12.5","0"
"Helsinki Kumpula","2024","6","12","22:20","12.4","0"
"Helsinki Kumpula","2024","6","12","22:30","12.6","0"
"Helsinki Kumpula","2024","6","12","22:40","12.6","0"
"Helsinki Kumpula","2024","6","12","22:50","12.5","0"
"Helsinki Kumpula","2024","6","12","23:00","12.3","0"
"Helsinki Kumpula","2024","6","12","23:10","12.3","0"
"Helsinki Kumpula","2024","6","12","23:20","12.2","0"
"Helsinki Kumpula","2024","6","12","23:30","12.1","0"
"Helsinki Kumpula","2024","6","12","23:40","12.2","0"
"Helsinki Kumpula","2024","6","12","23:50","12.2","0"
"Helsinki Kumpula","2024","6","13","00:00","12.2","0"
"Helsinki Kumpula","2024","6","13","00:10","12.2","0"
"Helsinki Kumpula","2024","6","13","00:20","12","0"
"Helsinki Kumpula","2024","6","13","00:30","11.9","0"
"Helsinki Kumpula","2024","6","13","00:40","11.8","0"
"Helsinki Kumpula","2024","6","13","00:50","11.8","0"
"Helsinki Kumpula","2024","6","13","01:00","11.9","0"
"Helsinki Kumpula","2024","6","13","01:10","11.9","0"
"Helsinki Kumpula","2024","6","13","01:20","11.9","0"
"Helsinki Kumpula","2024","6","13","01:30","12","0"
"Helsinki Kumpula","2024","6","13","01:40","12","0"
"Helsinki Kumpula","2024","6","13","01:50","12","0"
"Helsinki Kumpula","2024","6","13","02:00","11.7","0"
"Helsinki Kumpula","2024","6","13","02:10","11.6","0"
"Helsinki Kumpula","2024","6","13","02:20","11.7","0"
"Helsinki Kumpula","2024","6","13","02:30","11.7","0"
"Helsinki Kumpula","2024","6","13","02:40","11.8","0"
"Helsinki Kumpula","2024","6","13","02:50","11.9","0"
"Helsinki Kumpula","2024","6","13","03:00","11.7","0"
"Helsinki Kumpula","2024","6","13","03:10","11.6","0"
"Helsinki Kumpula","2024","6","13","03:20","11.7","0"
"Helsinki Kumpula","2024","6","13","03:30","11.8","0"
"Helsinki Kumpula","2024","6","13","03:40","11.8","0"
"Helsinki Kumpula","2024","6","13","03:50","11.6","0"
"Helsinki Kumpula","2024","6","13","04:00","11.5","0"
"Helsinki Kumpula","2024","6","13","04:10","11.2","0"
"Helsinki Kumpula","2024","6","13","04:20","11.2","0"
"Helsinki Kumpula","2024","6","13","04:30","11.6","0"
"Helsinki Kumpula","2024","6","13","04:40","11.7","0"
"Helsinki Kumpula","2024","6","13","04:50","11.6","0"
"Helsinki Kumpula","2024","6","13","05:00","12","0"
"Helsinki Kumpula","2024","6","13","05:10","12.4","0"
"Helsinki Kumpula","2024","6","13","05:20","12.7","0"
"Helsinki Kumpula","2024","6","13","05:30","12.6","0"
"Helsinki Kumpula","2024","6","13","05:40","12.2","0"
"Helsinki Kumpula","2024","6","13","05:50","12.6","0"
"Helsinki Kumpula","2024","6","13","06:00","12.4","0"
"Helsinki Kumpula","2024","6","13","06:10","12.8","0"
"Helsinki Kumpula","2024","6","13","06:20","13.1","0"
"Helsinki Kumpula","2024","6","13","06:30","13.5","0"
"Helsinki Kumpula","2024","6","13","06:40","13.2","0"
"Helsinki Kumpula","2024","6","13","06:50","13.3","0"
"Helsinki Kumpula","2024","6","13","07:00","13.9","0"
"Helsinki Kumpula","2024","6","13","07:10","14.3","0"
"Helsinki Kumpula","2024","6","13","07:20","14.3","0"
"Helsinki Kumpula","2024","6","13","07:30","14.9","0"
"Helsinki Kumpula","2024","6","13","07:40","14.5","0"
"Helsinki Kumpula","2024","6","13","07:50","13.4","0"
"Helsinki Kumpula","2024","6","13","08:00","14.3","0"
"Helsinki Kumpula","2024","6","13","08:10","14.7","0"
"Helsinki Kumpula","2024","6","13","08:20","14.4","0"
"Helsinki Kumpula","2024","6","13","08:30","14.9","0"
"Helsinki Kumpula","2024","6","13","08:40","15.1","0"
"Helsinki Kumpula","2024","6","13","08:50","15.1","0"
"Helsinki Kumpula","2024","6","13","09:00","15.3","0"
"Helsinki Kumpula","2024","6","13","09:10","15.3","0"
"Helsinki Kumpula","2024","6","13","09:20","15.3","0"
"Helsinki Kumpula","2024","6","13","09:30","15.4","0"
"Helsinki Kumpula","2024","6","13","09:40","15.1","0"
"Helsinki Kumpula","2024","6","13","09:50","14.9","0"
"Helsinki Kumpula","2024","6","13","10:00","15.1","0"
"Helsinki Kumpula","2024","6","13","10:10","14.3","0"
"Helsinki Kumpula","2024","6","13","10:20","13.4","0"
"Helsinki Kumpula","2024","6","13","10:30","14","0"
"Helsinki Kumpula","2024","6","13","10:40","14.5","0"
"Helsinki Kumpula","2024","6","13","10:50","14.9","0"
"Helsinki Kumpula","2024","6","13","11:00","15.3","0"
"Helsinki Kumpula","2024","6","13","11:10","15.2","0"
"Helsinki Kumpula","2024","6","13","11:20","15.6","0"
"Helsinki Kumpula","2024","6","13","11:30","15.7","0"
"Helsinki Kumpula","2024","6","13","11:40","15.8","0"
"Helsinki Kumpula","2024","6","13","11:50","15.5","0"
"Helsinki Kumpula","2024","6","13","12:00","15","0"
"Helsinki Kumpula","2024","6","13","12:10","16","0"
"Helsinki Kumpula","2024","6","13","12:20","16.1","0"
"Helsinki Kumpula","2024","6","13","12:30","15.7","0"
"Helsinki Kumpula","2024","6","13","12:40","16.2","0"
"Helsinki Kumpula","2024","6","13","12:50","16.3","0"
"Helsinki Kumpula","2024","6","13","13:00","16.4","0"
"Helsinki Kumpula","2024","6","13","13:10","16.5","0"
"Helsinki Kumpula","2024","6","13","13:20","16.2","0"
"Helsinki Kumpula","2024","6","13","13:30","16.7","0"
"Helsinki Kumpula","2024","6","13","13:40","17.1","0"
"Helsinki Kumpula","2024","6","13","13:50","16.5","0"
"Helsinki Kumpula","2024","6","13","14:00","16.9","0"
"Helsinki Kumpula","2024","6","13","14:10","16.2","0"
"Helsinki Kumpula","2024","6","13","14:20","17","0"
"Helsinki Kumpula","2024","6","13","14:30","15.9","0"
"Helsinki Kumpula","2024","6","13","14:40","15.6","0"
"Helsinki Kumpula","2024","6","13","14:50","17.8","0"
"Helsinki Kumpula","2024","6","13","15:00","17.3","0"
"Helsinki Kumpula","2024","6","13","15:10","17.2","0"
"Helsinki Kumpula","2024","6","13","15:20","18","0"
